KOD_FASILITI,NAMA,ALAMAT,POSKOD,NEGERI,DAERAH,STATUS,SEKTOR,KATEGORI_FASILITI,JENIS_FASILITI
21-05060296,KK UTC SEREMBAN,"UDA MALL SBD BHD, NO.G-05 & G-06, TINGKAT GF (GROUND FLOOR), UTC N. SEMBILAN & ANGSANA SEREMBAN, JALAN. SEREMBAN, KUALA PILAH",70400,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-05070023,KK GEMAS,"JALAN TOK SULONG, GEMAS",73400,NEGERI SEMBILAN,TAMPIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-05010201,KKOM TAMAN BUKIT KEMPAS,"NO 14 (TING.BWH) JALAN BUKIT KEMPAS 1, TAMAN BUKIT KEMPAS",71650,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05030195,KKOM TAMAN DESA MELANG,"NO. 108, JALAN DESA MELANG",72000,NEGERI SEMBILAN,KUALA PILAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05040185,KKOM TAMAN INTAN PERDANA,"NO. 205 &207, JALAN 2/2 TAMAN INTAN PERDANA, TELOK KEMANG",71250,NEGERI SEMBILAN,PORT DICKSON,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05050199,KKOM KOTA,"NO.806 (TING.BWH) TAMAN SRI KOTA, JALAN SEREMBAN-TAMPIN",71350,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05060181,KKOM SEREMBAN JAYA,"NO.2294, JALAN SJ 10/1, TAMAN SEREMBAN JAYA",70450,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05060182,KKOM TAMAN RASAH JAYA,"NO.3773, JALAN RASAH JAYA 6-11, TAMAN RASAH JAYA",70300,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05060183,KKOM TAMAN SEMARAK 2,"NO. 5742, JALAN TS 2/1E, TAMAN SEMARAK 2, NILAI",71800,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05060204,KKOM KUALA SAWAH,"LOT 1887, JALAN BESAR KUALA SAWAH, RANTAU",71200,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05070200,KKOM GEMAS,"NO 3, (TING.BWH) LOT PERNIAGAAN TAMAN DESA",73400,NEGERI SEMBILAN,TAMPIN,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-05020059,KD BATU KIKIR,BATU KIKIR,72200,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05020075,KD LADANG GADDES,BANDAR SERI JEMPOL,72120,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05020078,KD LUI SELATAN,"7/82, KLINIK DESA LUI SELATAN, BANDAR SERI JEMPOL",72120,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05020079,KD LUI TIMUR,BANDAR SERI JEMPOL,72120,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05020082,KD PALONG 12,"JKR 938, GEMAS",73470,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05020083,KD PALONG 14,PUSAT BANDAR PALONG,73470,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05020098,KD SERTING TENGAH,BATU KIKIR,72200,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05020138,KD SERTING ULU,SIMPANG PERTANG,72100,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05020100,KD SUNGAI LUI,BANDAR SERI JEMPOL,72120,NEGERI SEMBILAN,JEMPOL,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010066,KD FELDA TITI,"JALAN KAMPUNG SEPRI, JELEBU",71650,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010069,KD JAMBATAN SERONG,"BATU.22, JALAN SEREMBAN, KUALA KLAWANG",71600,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010071,KD JERANG,SIMPANG DURIAN,72400,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010076,KD LAKAI,"KAMPUNG LAKAI, SIMPANG DURIAN",72400,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010089,KD PASOH 4 (KD LAMA),SPG PERTANG,72300,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010090,KD PERADONG,KUALA KLAWANG,71600,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010093,KD RANGOI,SIMPANG DURIAN,72300,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010105,KD ULU JELEBU,KUALA KLAWANG,71600,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010107,KD ULU KLAWANG,"BATU.19, JALAN SEREMBAN, KUALA KLAWANG",71600,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05010108,KD ULU TERIANG,KUALA KLAWANG,71600,NEGERI SEMBILAN,JELEBU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05030067,KD GACHONG,SRI MENANTI,71550,NEGERI SEMBILAN,KUALA PILAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-05030073,KD KAMPUNG TENGAH,SRI MENANTI,71550,NEGERI SEMBILAN,KUALA PILAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-05030102,KD TALANG,TANJONG IPOH,71500,NEGERI SEMBILAN,KUALA PILAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-05030103,KD TENGKEK,BATU KIKIR,72200,NEGERI SEMBILAN,KUALA PILAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-05030104,KD TANJONG IPOH,TANJUNG IPOH,71500,NEGERI SEMBILAN,KUALA PILAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-05030112,KD ULU PILAH,SRI MENANTI,71550,NEGERI SEMBILAN,KUALA PILAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-05040127,KD SUNGAI RAYA,PASIR PANJANG,73009,NEGERI SEMBILAN,PORT DICKSON,BUKA,AWAM,KLINIK,KLINIK DESA
21-05040129,KD TELUK KEMANG,PASIR PANJANG,73009,NEGERI SEMBILAN,PORT DICKSON,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050168,KD GADONG,"JKR 505, LOT 2436, MUKIM GADONG",71350,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050162,KD KAMPUNG BONGEK,"JKR 35, LOT 951, MUKIM BONGEK",71300,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050160,KD KUNDOR,"KAMPUNG KUNDUR, BATU 8",71300,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050157,KD LUBOK CHINA,"JKR 110, LOT 2934, MUKIM PEKAN LUBUK CHINA",71300,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050167,KD PEDAS HILIR,"JALAN KUNDOR, BATU 4",71400,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050159,KD PILIN,"JKR 343, LOT 422, MUKIM PILIN",71300,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050164,KD PULAU MAMPAT,"JKR 489, LOT 1655, MUKIM NERASAU",71350,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050166,KD SAWAH RAJA,"JKR 109, LOT 3326, MUKIM TITIAN BINTANGOR",71350,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050158,KD SELAMAK,"JKR 173, LOT 2039, MUKIM SELEMAK",71300,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050165,KD SEMERBOK,"JKR 361, LOT 1313, MUKIM SEMERBOK",71350,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050169,KD SEPRI,KAMPUNG SEPRI,71400,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05050161,KD CHEMBONG HALT,KAMPUNG CHEMBONG HALT,71400,NEGERI SEMBILAN,REMBAU,BUKA,AWAM,KLINIK,KLINIK DESA
21-05060151,KD DACING,"ULU BERANANG, LENGGENG",71750,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK DESA
21-05060139,KD KAMPUNG JIJAN,"KAMPUNG. JIJAN, JIJAN",71900,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK DESA
21-05060150,KD PANTAI,JALAN PANTAI,71770,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK DESA
21-05060153,KD SILIAU,KAMPUNG. SILIAU,71200,NEGERI SEMBILAN,SEREMBAN,BUKA,AWAM,KLINIK,KLINIK DESA
21-05070115,KD BUKIT JALOR (FELDA),AIR KUNING,73200,NEGERI SEMBILAN,TAMPIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010014,KK DURIAN TUNGGAL,"JALAN PADANG KELADI, DURIAN TUNGGAL",76100,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010015,KK HUTAN PERCHA,FELDA HUTAN PERCHA,78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010021,KK KUALA SUNGAI BARU,PEKAN KUALA SUNGAI BARU,78200,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010022,KK LUBOK CHINA,PEKAN LUBOK CHINA,78100,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010023,KK MACAP BARU,"KM 17, KAMPUNG MACAP BARU",76100,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010024,KK MASJID TANAH,"BATU 18 1/2, PAYA RUMPUT, MASJID TANAH",78300,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010026,KK PADANG SEBANG,"BATU 19 1/2, KAMPUNG PADANG SEBANG",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010029,KK SIMPANG AMPAT,"BATU 22, KAMPUNG SIMPANG EMPAT",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010266,KK REMBIA,PEKAN REMBIA,78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010321,KK PENGKALAN BALAK,"KLINIK KESIHATAN PENGKALAN BALAK, JALAN TELOK GONG",78300,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010009,KK ALOR GAJAH,PEJABAT KESIHATAN DAERAH ALOR GAJAH,78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020018,KK JASIN,PEJ. KESIHATAN JASIN,77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020019,KK KEMENDOR,JALAN BUNGA KERTAS,77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020025,KK MERLIMAU,"KAMPUNG MERLIMAU, JALAN BESAR MERLIMAU",77300,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020028,KK SELANDAR,"JALAN MACAP, SELANDAR",77500,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020030,KK SIMPANG BEKOH,"KAMPUNG SIMPANG BEKOH, JALAN BESAR, ASAHAN",77100,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020031,KK SUNGAI RAMBAI,"KM 32, SUNGAI RAMBAI",77400,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020037,KK UMBAI,"JALAN MUAR, UMBAI",77300,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020060,KK FELDA BUKIT SENGGEH,"FELDA BUKIT SENGGEH, ASAHAN",77100,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020320,KK BATANG MELAKA,"KLINIK KESIHATAN BATANG MELAKA, JALAN BATANG MELAKA JAYA 1, TAMAN BATANG MELAKA JAYA, BATANG MELAKA, JASIN",77500,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04020078,KK NYALAS,"JKR 2016, KUARTERS KLINIK KESIHATAN NYALAS, PEKAN NYALAS, ASAHAN",77100,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030010,KK AYER KEROH,JALAN AYER KEROH LAMA,75350,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030011,KK AYER MOLEK,JALAN AIR MOLEK,75460,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030012,KK BUKIT RAMBAI,"JALAN BUKIT RAMBAI, BUKIT RAMBAI",75250,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030013,KK CHENG,JALAN CHENG,75250,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030017,KK JALAN GEREJA,BANDAR KABA,75500,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030020,KK KLEBANG BESAR,JALAN KLEBANG BESAR,75200,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030027,KK PERINGGIT,JALAB PANTAI PERINGGIT,75400,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030032,KK SUNGAI UDANG,"BATU 11 1/2, SUNGAI UDANG",76300,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030033,KK SERI TANJUNG,"BATU 7 PEKAN TANJUNG KLING, TANJUNG KLING",76400,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030034,KK TENGKERA,"JALAN DATO WIRA POH AH TIAM, LORONG PANDAN",75200,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030035,KK UJONG PASIR,JALAN UJONG PASIR,75050,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030194,KK UTC MELAKA,"PUSAT TRANSFORMASI BANDAR/URBAN TRANSFORMATION CENTRE (UTC), ARAS BAWAH, WISMA DMDI, JALAN TAY CHAY YAN, OFF JALAN HANG TUAH",75300,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030319,KK BACHANG,"KLINIK KESIHATAN BACHANG, KAMPUNG BACHANG, LORANG HAJI YANG, ALOR GAJAH",78000,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04030267,KK BATU BERENDAM,JALAN BATU BERENDAM,75350,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010117,KKOM SERI PENGKALAN,"KM 4615, JALAN SAMARINDA 2, TAMAN SAMARINDA, PENGKALAN",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04010190,KKOM MERAK EMAS,"TMN MERAK EMAS, DURIAN TUNGGAL",76100,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04020119,KKOM TMN BEMBAN HEIGHT,"JB 8835, TMN BEBAN HEIGHT, BEMBAN",77200,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04020127,KKOM SERKAM,"JB 9068, SR/1, TAMAN SERKAM DARAT, MERLIMAU",77300,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04020189,KKOM CHENDERAH JASIN,KAMPUNG CHENDERAH JASIN,77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04030116,KKOM BUKIT KATIL,"NO.17 JALAN IKS, BUKIT KATIL",75450,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04030124,KKOM TANJUNG MINYAK,"NO. 24, JALAN TMS 1, TANAM TG MINYAK SETIA",75250,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04030129,KKOM DUYONG,"NO 12, JLD SD 2/A, TAMAN SERI DUYONG, AYER MOLEK",75460,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04030191,KKOM SG UDANG,"NO 6, JALAN KERAMBIT 4, BANDAR BARU SUNGAI UDANG",76300,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04030196,KKOM TANGGA BATU,"5-1, JALAN TANGGA BATU, TAMAN TANGGA BATU SEKSYEN 1",76400,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04030197,KKOM KRUBONG,"NO.41, JALAN. PK 8A, TAMAN PERINDUSTRIAN KRUBONG",75250,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-04010044,KD AIR MOLEK,"BATU 25, KAMPUNG AIR MOLEK, KUALA SUNGAI BARU",78200,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010053,KD BELIMBING DALAM,"BATU 12, KAMPUNG BELIMBING DALAM, DURIAN TUNGGAL",76100,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010057,KD BRISU,"BATU 31, KAMPUNG BRISU, SIMPANG EMPAT",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010064,KD DURIAN DAUN,"BATU 20, KAMPUNG DURIAN DAUN, MASJID TANAH",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010065,KK GADEK,"BATU 18, KAMPUNG GADEK",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-04010066,KD KAMPONG PULAU,"BATU 20, KAMPUNG PULAU, MASJID TANAH",78300,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010072,KD KUALA LINGGI,"BATU 21, KAMPUNG BUKIT DARAT, KUALA SUNGAI BARU",78200,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010073,KD LENDU,"KM 13, KAMPUNG BARU",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010076,KD MELAKA PINDAH,"BUKIT 16, KAMPUNG MELAKA PINDAH",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010080,KD PANTAI BELIMBING,"BATU 13 3/4, KAMPUNG PANTAI BELIMBING DALAM, DURIAN TUNGGAL",76100,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010083,KD PEGOH,"BATU 16 1/2, KAMPUNG PEGOH",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010086,KD PULAU SEBANG,"BATU 21, KAMPUNG PULAU SEBANG",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010094,KD SUNGAI BULUH,"BATU 27 1/2, KAMPUNG SUNGAI BULOH, SIMPANG EMPAT",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010095,KD SUNGAI SIPUT,"BATU 20, KAMPUNG PULAU, MASJID TANAH",78100,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010098,KD TANJUNG BIDARA,"BATU 22 1/2, KAMPUNG AIR HITAM PANTAI, MASJID TANAH",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010110,KD SUNGAI PETAI,"TAMAN BUKIT EMAS, SUNGAI PETANI",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010111,KD MELEKEK,"BATU 17, KAMPUNG MELEKEK, JALAN PERLING",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04010195,KD KEMUNING,"LOT 194, MUKIM KEMUNING",78000,MELAKA,ALOR GAJAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020046,KD ASAHAN,"KAMPUNG ASAHAN, ASAHAN",77100,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020047,KD AIR MERBAU,KAMPUNG AIR MERBAU,77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020052,KD BATU GAJAH PASIR,"KAMPUNG BATU GAJAH PASIR, SUNGAI RAMBAI",77400,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020054,KD BEMBAN,KAMPUNG BEMBAN,77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020062,KD CHENDERAH,KAMPUNG CHENDERAH,77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020063,KD CHIN CHIN,KAMPUNG CHIN-CHIN,77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020069,KD KESANG TUA,"KAMPUNG KESANG TUA, SELANDAR",77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020075,KD MASJID BARU,"KAMPUNG MASJID BARU, ASAHAN",77100,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020079,KD ON LOK,"KAMPUNG BARU ON LOK, SELANDAR",76470,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020091,KD SEMUJUK (FELCRA),"KAMPUNG SEMUJUK, MERLIMAU",77300,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020100,KD TEDONG,"KAMPUNG TEDONG, MERLIMAU",77300,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04020101,KD KAMPUNG TEHEL,KAMPUNG TEHEL,77000,MELAKA,JASIN,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030055,KD BERTAM ULU,JALAN BERTAM ULU,75250,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030058,KD BUKIT KATIL,KAMPUNG BUKIT KATIL,75450,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030059,KD BUKIT PIATU,JALAN BUKIT BARU,75150,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030070,KD KRUBONG,KAMPUNG KRUBONG,75250,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030090,KD SEMABOK,"1-1 JALAN SEMABOK JAYA 2, TAMAN SEMABOK JAYA",75050,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030093,KD PAYA DALAM,"JALAN SEKOLAH, PAYA DALAM",75460,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030097,KD TANGGA BATU,"BATU 9, KAMPUNG TANGGA BATU, TANGGA BATU",76400,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030102,KD TELOK MAS,"NO 27, JALAN 37, TAMAN SRI TELOK MAS",75460,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030103,KD TIANG DUA,KAMPUNG TIANG DUA,75460,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030112,KD PAYA RUMPUT,"LEBUHRAYA AMJ, JALAN PAYA RUMPUT",76450,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030081,KD PANTAI KUNDOR,"KAMPUNG PANTAI KUNDUR PANTAI PUTERI, TANJUNG KLING",76400,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030067,KD KAMPONG PADANG,"KAMPUNG PADANG, JALAN POKOK MANGGA",75250,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-04030265,KD ALAI,"JALAN KANDANG, ALAI",75600,MELAKA,MELAKA TENGAH,BUKA,AWAM,KLINIK,KLINIK DESA
21-01010029,KK AYER HITAM,BATU 1 JALAN YONG PENG,86100,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010030,KK BAGAN,"MLO 091, PEKAN PARIT BESAR BAGAN, BAGAN",83000,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010039,KK BATU PAHAT,"PTD 6625, JALAN KLUANG BATU PAHAT, SIMPANG KANAN",83000,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010077,KK PARIT RAJA,"MLO 261, JALAN BESAR AIR HITAM, SRI GADING",86400,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010079,KK PARIT SULONG,"PEKAN PARIT SULONG, PARIT SULONG BATU PAHAT",83500,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010080,KK PARIT YAANI,"LOT 9167, PEKAN PARIT YAANI, MUKIM 7",83710,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010093,KK RENGIT,"TLO 52, JALAN BESAR RENGIT, RENGIT",83100,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010096,KK SEMERAH,"JALAN MUAR BATU PAHAT, MUKIM 1 LUBOK SEMERAH",83600,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010097,KK SENGGARANG,"JALAN ISMAIL, SENGGARANG, BATU PAHAT",83200,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010101,KK SRI GADING,"LOT 5360, SRI GADING, JALAN KLUANG, SIMPANG KANAN",83300,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-01010102,KK SERI MEDAN,"LOT 5660, PEKAN SERI MEDAN, MUKIM 18",83400,JOHOR,BATU PAHAT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
